time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1670841223903591700,0.409591796875,0,0,5.475717067718506,3.8589999675750732,0.006603455636650324,0,2950.39990234375,7.3019641,46.0839019
1670841224993526800,1.49952685546875,0,0,5.623173713684082,3.8359999656677246,0.000374015886336565,0,2950.39990234375,7.3019648,46.0839021
1670841225545194200,2.0511943359375,0,0,5.692126750946045,3.8450000286102295,0.0002426899882266298,0,2950.39990234375,7.301965,46.0839021
1670841226717769700,3.223769775390625,0,0,5.692126750946045,3.8519999980926514,0.0009586895466782153,0,2950.39990234375,7.3019649,46.083902
1670841227890347000,4.396346923828125,0,0,5.464828014373779,3.868000030517578,0.000034228793083457276,0,2950.39990234375,7.3019648,46.083902
1670841228990974000,5.496973876953125,0,0,5.6080451011657715,3.8340001106262207,0.000931275833863765,0,2950.39990234375,7.3019648,46.0839021
1670841229531956200,6.037956298828125,0,0,5.6360344886779785,3.8239998817443848,0.0019489277619868517,0,2950.39990234375,7.3019648,46.0839024
1670841230704532000,7.210531982421875,0,0,5.6895527839660645,3.8550000190734863,0.002825370291247964,0,2950.39990234375,7.3019646,46.0839026
1670841231759847700,8.26584765625,0,0,5.839539527893066,3.8519999980926514,0.004440933465957642,0,2950.39990234375,7.3019647,46.0839031
1670841232932419800,9.438419921875,0,0,6.072199821472168,3.8459999561309814,0.005073028616607189,0,2950.39990234375,7.3019648,46.0839034
1670841233989636900,10.495636962890625,0,0.840595006942749,6.0455169677734375,3.86299991607666,0.08428388833999634,0,2950.39990234375,7.3019679,46.0839012
1670841234992972000,11.498971923828124,0,0.08062257617712021,6.158483505249023,3.9030001163482666,0.14757506549358368,101.8989486694336,2950.39990234375,7.3019783,46.0838978
1670841236000325400,12.506325439453125,0,0.08062257617712021,6.342983245849609,3.9000000953674316,0.1398225575685501,99.85579681396484,2950.39990234375,7.3019798,46.0838979
1670841236988362000,13.494362060546875,88.90968322753906,0.840595006942749,6.320409297943115,3.9000000953674316,0.15308327972888947,282.6003723144531,2950.39990234375,7.3019776,46.0838985
1670841237990785000,14.496784912109375,0,0.8490583300590515,5.878408432006836,3.9010000228881836,0.018795261159539223,0,2950.39990234375,7.3019767,46.0838987
1670841238650000000,15.155999755859375,0,0,5.878408432006836,3.9140000343322754,0.047296036034822464,0,2950.39990234375,7.3019749,46.0838999
1670841239189000000,15.695,0,0,5.734275817871094,3.9189999103546143,0.1369592547416687,332.4546203613281,2950.39990234375,7.3019737,46.083901
1670841239733352700,16.239352783203124,0,0,5.734275817871094,3.934999942779541,0.18866635859012604,328.1811828613281,2950.39990234375,7.3019731,46.0839019
1670841240241469400,16.747469482421874,0,0,5.676946640014648,3.950000047683716,0.2662825286388397,336.9547424316406,2950.39990234375,7.3019728,46.0839026
