time,seconds_elapsed,relativeAltitude,pressure
1670841459636416300,236.14241625976564,-585.30322265625,754.142822265625
1670841459676415500,236.18241552734375,-585.30322265625,754.142822265625
1670841459716415500,236.22241552734374,-586.584716796875,754.263916015625
1670841459756416500,236.26241650390625,-587.4462890625,754.345458984375
1670841459796416800,236.30241674804688,-586.833251953125,754.287353515625
1670841459836416300,236.34241625976563,-587.390625,754.340087890625
1670841459876416000,236.382416015625,-587.879638671875,754.386474609375
1670841459916416500,236.42241650390625,-587.868896484375,754.38525390625
1670841459956416000,236.462416015625,-587.464599609375,754.34716796875
1670841459996416000,236.502416015625,-588.125244140625,754.40966796875
1670841460036416500,236.54241650390625,-588.3076171875,754.4267578125
1670841460076415700,236.58241577148436,-587.36962890625,754.338134765625
1670841460116415700,236.62241577148438,-587.67333984375,754.366943359375
1670841460156416000,236.662416015625,-589.274658203125,754.518310546875
1670841460196416500,236.70241650390625,-588.825439453125,754.475830078125
1670841460236416300,236.74241625976563,-588.651123046875,754.45947265625
1670841460276415500,236.78241552734374,-589.607666015625,754.5498046875
1670841460316415700,236.82241577148437,-589.1689453125,754.50830078125
1670841460356415700,236.86241577148436,-589.24560546875,754.515625
1670841460396415000,236.9024150390625,-590.727783203125,754.65576171875
1670841460436415700,236.94241577148438,-590.712158203125,754.654296875
1670841460476415500,236.98241552734376,-589.79248046875,754.5673828125
1670841460516415700,237.02241577148436,-590.225830078125,754.6083984375
1670841460556416500,237.06241650390626,-589.63134765625,754.552001953125
1670841460596416300,237.10241625976562,-590.051513671875,754.591796875
1670841460636415700,237.14241577148437,-590.00927734375,754.587890625
1670841460676416000,237.182416015625,-590.577392578125,754.6416015625
1670841460716416000,237.222416015625,-590.0751953125,754.593994140625
1670841460756415700,237.26241577148437,-589.879638671875,754.57568359375
1670841460796415500,237.30241552734375,-589.51513671875,754.541015625
1670841460836416500,237.34241650390624,-589.924560546875,754.579833984375
1670841460876416000,237.382416015625,-589.90087890625,754.57763671875
1670841460916417300,237.42241723632813,-589.742431640625,754.5625
1670841460956416000,237.462416015625,-589.9853515625,754.585693359375
