time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1670845556748514300,0.293514404296875,0,0,6.783047676086426,3.822999954223633,0.12626558542251587,126.63333892822266,2320.5,7.2700693,46.0802704
1670845557921639000,1.466638916015625,0,0,6.264814853668213,3.874000072479248,0.0845719501376152,0,2320.5,7.2700695,46.0802692
1670845558508200000,2.053199951171875,0,0,6.168918609619141,3.878000020980835,0.03497377038002014,0,2320.5,7.2700676,46.0802685
1670845559681323500,3.226323486328125,0,0,6.158933162689209,3.9010000228881836,0.007201382890343666,0,2320.5,7.2700655,46.0802678
1670845560272000000,3.817,0,0,6.158933162689209,3.9079999923706055,0.003646900411695242,0,2320.5,7.2700637,46.0802674
1670845560854446300,4.3994462890625,0,0,6.169697284698486,3.938999891281128,0.003886013524606824,0,2320.5,7.270063,46.0802673
1670845561441009000,4.9860087890625,0,0,6.169697284698486,3.921999931335449,0.10047413408756256,37.781036376953125,2320.5,7.2700616,46.0802675
1670845562000221200,5.54522119140625,0,0,5.919493198394775,3.818000078201294,0.13995130360126495,21.99690818786621,2320.5,7.2700598,46.0802676
1670845562509000000,6.054,0,0,6.932897567749023,3.759999990463257,0.11140050739049911,2.207181692123413,2320.5,7.2700579,46.0802679
1670845563552635000,7.097634765625,0,0,6.347549915313721,3.697999954223633,0.027520474046468735,0,2320.5,7.2700556,46.0802679
1670845564139198500,7.684198486328125,0,0,6.338343620300293,3.6559998989105225,0.00615535257384181,0,2320.5,7.2700534,46.0802673
1670845564725763000,8.27076318359375,0,0,6.42995548248291,3.638000011444092,0.005376243498176336,0,2320.5,7.2700526,46.080267
1670845565233933800,8.778933837890625,0,0,6.42995548248291,3.630000114440918,0.10517925769090652,46.75067901611328,2320.5,7.2700515,46.0802663
1670845565781578500,9.32657861328125,0,0,6.4334821701049805,3.6480000019073486,0.1686723530292511,49.033756256103516,2320.5,7.2700514,46.080266
1670845566371000000,9.916,0,0,6.4334821701049805,3.631999969482422,0.19652733206748962,51.251800537109375,2320.5,7.2700508,46.0802653
1670845566954708200,10.499708251953125,0,0,6.353044509887695,3.678999900817871,0.2196619063615799,49.876060485839844,2320.5,7.2700508,46.0802649
1670845567541274000,11.086274169921875,0,0,6.251574516296387,3.739000082015991,0.3149258494377136,51.481788635253906,2320.5,7.2700507,46.0802634
1670845568714405600,12.259405517578125,0,0,6.647922039031982,3.7860000133514404,0.13532882928848267,77.08637237548828,2320.5,7.2700507,46.080261
1670845569770222600,13.31522265625,0,0,6.343084812164307,3.8410000801086426,0.06512132287025452,0,2320.5,7.2700497,46.080258
1670845570943351800,14.488351806640624,0,0,6.352572917938232,3.8910000324249268,0.03219611942768097,0,2320.5,7.2700494,46.0802556
1670845571529915400,15.074915283203126,0,0,6.36279296875,3.8929998874664307,0.013856957666575909,0,2320.5,7.2700489,46.0802536
